drug_name,drug_name_en,indication,indication_en,company_clean,therapeutic_area_norm,therapeutic_area_norm_en,highest_phase_indication_standard,highest_phase_standard_sort_val,drug_synonyms,targets,mechanism_of_action,global_highest_phase_all_indication_standard,global_highest_phase_all_indication_sort_val,global_highest_phase_all_indication_date,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,is_top20_mnc,is_cyclic_peptide,is_rare_disease,is_originator_indication_drug,is_top20mnc_indication_drug,research_institution,research_institution_count
certepetide,certepetide,肝外胆管癌,extrahepatic cholangiocarcinoma,GATC Health,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,II期临床,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,肝外胆管癌,extrahepatic cholangiocarcinoma,Kuva Labs,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,II期临床,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,食管鳞状细胞癌,Esophageal squamous cell carcinoma,齐鲁制药,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,II期临床,2023-02-03,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,食管鳞状细胞癌,Esophageal squamous cell carcinoma,Lisata Therapeutics,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,II期临床,2023-02-03,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,True,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,食管鳞状细胞癌,Esophageal squamous cell carcinoma,GATC Health,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,II期临床,2023-02-03,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,食管鳞状细胞癌,Esophageal squamous cell carcinoma,Kuva Labs,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,II期临床,2023-02-03,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,结肠癌,colon cancer,齐鲁制药,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,结肠癌,colon cancer,Lisata Therapeutics,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,True,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,结肠癌,colon cancer,GATC Health,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,结肠癌,colon cancer,Kuva Labs,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,阑尾癌,appendix cancer,齐鲁制药,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,阑尾癌,appendix cancer,Lisata Therapeutics,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,True,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,阑尾癌,appendix cancer,GATC Health,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,阑尾癌,appendix cancer,Kuva Labs,肿瘤领域,Oncology,phase 2,2,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I/II期临床,2021-11-16,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜转移癌,peritoneal metastasis cancer,齐鲁制药,肿瘤领域,Oncology,phase 1,1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I期临床,2024-01-22,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜转移癌,peritoneal metastasis cancer,Lisata Therapeutics,肿瘤领域,Oncology,phase 1,1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I期临床,2024-01-22,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,True,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜转移癌,peritoneal metastasis cancer,GATC Health,肿瘤领域,Oncology,phase 1,1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I期临床,2024-01-22,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜转移癌,peritoneal metastasis cancer,Kuva Labs,肿瘤领域,Oncology,phase 1,1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,I期临床,2024-01-22,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,False,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,骨肉瘤,Osteosarcoma,齐鲁制药,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,2024-03-21,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,骨肉瘤,Osteosarcoma,Lisata Therapeutics,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,2024-03-21,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,True,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,骨肉瘤,Osteosarcoma,GATC Health,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,2024-03-21,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,骨肉瘤,Osteosarcoma,Kuva Labs,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,2024-03-21,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜癌,peritoneal cancer,齐鲁制药,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜癌,peritoneal cancer,Lisata Therapeutics,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,True,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜癌,peritoneal cancer,GATC Health,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
certepetide,certepetide,腹膜癌,peritoneal cancer,Kuva Labs,肿瘤领域,Oncology,pre-clinical,-1,certepetide;CEND-1;iRGD;QLC12102;LSTA1,CD51,CD51结合剂,phase 2,2,2021-09-13,临床前,,Active,创新药,化药,多肽,环肽;Potential First-in-Class,结合剂,False,True,True,False,False,齐鲁制药;Lisata Therapeutics(原研);GATC Health;Kuva Labs,4
212Pb-dotamtate,212Pb-dotamtate,神经内分泌肿瘤,neuroendocrine tumors,Sanofi,肿瘤领域,Oncology,phase 2,2,212Pb-dotamtate;AlphaMedix;212Pb-DOTAMTATE;212Pb-AR-RMX;ORM2110;SAR447873,SSTR,212Pb标记的放射性药物;anti-SSTR多肽偶联核素,phase 2,2,2021-12-10,II期临床,2021-12-10,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;2024年转化医学TOP25;中国无申报;Potential First-in-Class;2024 ASCO新机会,多肽偶联核素;212Pb标记的放射性药物,True,True,True,False,True,Sanofi(Top20 MNC);Orano Med(原研)(无权益);RadioMedix(原研)(无权益),3
212Pb-dotamtate,212Pb-dotamtate,神经内分泌肿瘤,neuroendocrine tumors,Orano Med,肿瘤领域,Oncology,phase 2,2,212Pb-dotamtate;AlphaMedix;212Pb-DOTAMTATE;212Pb-AR-RMX;ORM2110;SAR447873,SSTR,212Pb标记的放射性药物;anti-SSTR多肽偶联核素,phase 2,2,2021-12-10,II期临床,2021-12-10,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;2024年转化医学TOP25;中国无申报;Potential First-in-Class;2024 ASCO新机会,多肽偶联核素;212Pb标记的放射性药物,True,True,True,True,False,Sanofi(Top20 MNC);Orano Med(原研)(无权益);RadioMedix(原研)(无权益),3
212Pb-dotamtate,212Pb-dotamtate,神经内分泌肿瘤,neuroendocrine tumors,RadioMedix,肿瘤领域,Oncology,phase 2,2,212Pb-dotamtate;AlphaMedix;212Pb-DOTAMTATE;212Pb-AR-RMX;ORM2110;SAR447873,SSTR,212Pb标记的放射性药物;anti-SSTR多肽偶联核素,phase 2,2,2021-12-10,II期临床,2021-12-10,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;2024年转化医学TOP25;中国无申报;Potential First-in-Class;2024 ASCO新机会,多肽偶联核素;212Pb标记的放射性药物,True,True,True,True,False,Sanofi(Top20 MNC);Orano Med(原研)(无权益);RadioMedix(原研)(无权益),3
212Pb-dotamtate,212Pb-dotamtate,胃肠胰神经内分泌肿瘤,Gastroenteropancreatic neuroendocrine tumors,Sanofi,肿瘤领域,Oncology,phase 2,2,212Pb-dotamtate;AlphaMedix;212Pb-DOTAMTATE;212Pb-AR-RMX;ORM2110;SAR447873,SSTR,212Pb标记的放射性药物;anti-SSTR多肽偶联核素,phase 2,2,2021-12-10,II期临床,2024-02-12,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;2024年转化医学TOP25;中国无申报;Potential First-in-Class;2024 ASCO新机会,多肽偶联核素;212Pb标记的放射性药物,True,True,True,False,True,Sanofi(Top20 MNC);Orano Med(原研)(无权益);RadioMedix(原研)(无权益),3
212Pb-dotamtate,212Pb-dotamtate,胃肠胰神经内分泌肿瘤,Gastroenteropancreatic neuroendocrine tumors,Orano Med,肿瘤领域,Oncology,phase 2,2,212Pb-dotamtate;AlphaMedix;212Pb-DOTAMTATE;212Pb-AR-RMX;ORM2110;SAR447873,SSTR,212Pb标记的放射性药物;anti-SSTR多肽偶联核素,phase 2,2,2021-12-10,II期临床,2024-02-12,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;2024年转化医学TOP25;中国无申报;Potential First-in-Class;2024 ASCO新机会,多肽偶联核素;212Pb标记的放射性药物,True,True,True,True,False,Sanofi(Top20 MNC);Orano Med(原研)(无权益);RadioMedix(原研)(无权益),3
212Pb-dotamtate,212Pb-dotamtate,胃肠胰神经内分泌肿瘤,Gastroenteropancreatic neuroendocrine tumors,RadioMedix,肿瘤领域,Oncology,phase 2,2,212Pb-dotamtate;AlphaMedix;212Pb-DOTAMTATE;212Pb-AR-RMX;ORM2110;SAR447873,SSTR,212Pb标记的放射性药物;anti-SSTR多肽偶联核素,phase 2,2,2021-12-10,II期临床,2024-02-12,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;2024年转化医学TOP25;中国无申报;Potential First-in-Class;2024 ASCO新机会,多肽偶联核素;212Pb标记的放射性药物,True,True,True,True,False,Sanofi(Top20 MNC);Orano Med(原研)(无权益);RadioMedix(原研)(无权益),3
GT-02037,GT-02037,肢端肥大症,acromegaly,永信药品,内分泌及代谢领域,Endocrinology & Metabolism,phase 2,2,GT-02037,somatostatin;SSTR1;SSTR2;SSTR4;SSTR5;SSTR3,SSTR1激动剂;SSTR4激动剂;SSTR2激动剂;SSTR3激动剂;SSTR5激动剂;somatostatin类似物,phase 2,2,2022-06-22,II期临床,2022-06-22,Active,创新药,化药,多肽,环肽;中国无申报;Potential First-in-Class,类似物;激动剂,False,True,True,False,False,永信药品;GlyTech(原研),2
GT-02037,GT-02037,肢端肥大症,acromegaly,GlyTech,内分泌及代谢领域,Endocrinology & Metabolism,phase 2,2,GT-02037,somatostatin;SSTR1;SSTR2;SSTR4;SSTR5;SSTR3,SSTR1激动剂;SSTR4激动剂;SSTR2激动剂;SSTR3激动剂;SSTR5激动剂;somatostatin类似物,phase 2,2,2022-06-22,II期临床,2022-06-22,Active,创新药,化药,多肽,环肽;中国无申报;Potential First-in-Class,类似物;激动剂,False,True,True,True,False,永信药品;GlyTech(原研),2
SCAI-001,SCAI-001 (cyclosporine),干眼病,dry eye disease,SCAI Therapeutics,眼科领域,Ophthalmology,phase 2,2,SCAI-001;SCAI-001 (环孢素);SCAI-001 (cyclosporine),CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,phase 2,2,2023-02-17,II期临床,2023-02-17,Active,微创新,化药,小分子,环肽;胆汁酸通路;非降解型分子胶;中国无申报,抑制剂;分子胶,False,True,False,True,False,SCAI Therapeutics(原研),1
thiostrepton,thiostrepton,恶性胸水,malignant pleural effusion,RS Oncology,肿瘤领域,Oncology,phase 2,2,thiostrepton;RSO-021,FOXM1;PRDX3,FOXM1抑制剂;PRDX3抑制剂;多肽类抗生素,phase 2,2,2024-02-01,II期临床,2024-02-01,Active,创新药,化药,多肽,环肽;Potential First-in-Class,多肽类抗生素;抑制剂,False,True,True,True,False,RS Oncology(原研),1
thiostrepton,thiostrepton,胸膜间皮瘤,Pleural mesothelioma,RS Oncology,肿瘤领域,Oncology,phase 2,2,thiostrepton;RSO-021,FOXM1;PRDX3,FOXM1抑制剂;PRDX3抑制剂;多肽类抗生素,phase 2,2,2024-02-01,II期临床,2024-02-01,Active,创新药,化药,多肽,环肽;Potential First-in-Class,多肽类抗生素;抑制剂,False,True,True,True,False,RS Oncology(原研),1
M-ANP,M-ANP,高血压,hypertension,Mayo Clinic,心脑血管领域,Cardiovascular & Cerebrovascular,phase 2,2,M-ANP;MANP;M-Atrial Natriuretic Peptide,NPR1,NPR1激活剂,phase 2,2,2024-04-02,II期临床,2024-04-02,Active,创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class,激活剂,False,True,False,True,False,Mayo Clinic(原研);E-Star BioTech,2
M-ANP,M-ANP,高血压,hypertension,E-Star BioTech,心脑血管领域,Cardiovascular & Cerebrovascular,phase 2,2,M-ANP;MANP;M-Atrial Natriuretic Peptide,NPR1,NPR1激活剂,phase 2,2,2024-04-02,II期临床,2024-04-02,Active,创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class,激活剂,False,True,False,False,False,Mayo Clinic(原研);E-Star BioTech,2
M-ANP,M-ANP,射血分数保留的心力衰竭,heart failure with preserved ejection fraction,Mayo Clinic,心脑血管领域,Cardiovascular & Cerebrovascular,phase 2,2,M-ANP;MANP;M-Atrial Natriuretic Peptide,NPR1,NPR1激活剂,phase 2,2,2024-04-02,I/II期临床,,Active,创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class,激活剂,False,True,False,True,False,Mayo Clinic(原研);E-Star BioTech,2
M-ANP,M-ANP,射血分数保留的心力衰竭,heart failure with preserved ejection fraction,E-Star BioTech,心脑血管领域,Cardiovascular & Cerebrovascular,phase 2,2,M-ANP;MANP;M-Atrial Natriuretic Peptide,NPR1,NPR1激活剂,phase 2,2,2024-04-02,I/II期临床,,Active,创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class,激活剂,False,True,False,False,False,Mayo Clinic(原研);E-Star BioTech,2
DD01,DD01,肥胖,obesity,信立泰,内分泌及代谢领域,Endocrinology & Metabolism,phase 2,2,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,II期临床,2024-05-13,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,False,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,肥胖,obesity,D&D Pharmatech,内分泌及代谢领域,Endocrinology & Metabolism,phase 2,2,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,II期临床,2024-05-13,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,True,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,代谢相关脂肪性肝炎,Metabolic related steatohepatitis,信立泰,消化领域,Digestive System,phase 2,2,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,II期临床,2024-05-13,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,False,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,代谢相关脂肪性肝炎,Metabolic related steatohepatitis,D&D Pharmatech,消化领域,Digestive System,phase 2,2,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,II期临床,2024-05-13,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,True,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,超重,overweight,信立泰,内分泌及代谢领域,Endocrinology & Metabolism,phase 2,2,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,II期临床,2024-05-13,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,False,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,超重,overweight,D&D Pharmatech,内分泌及代谢领域,Endocrinology & Metabolism,phase 2,2,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,II期临床,2024-05-13,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,True,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,2型糖尿病,type 2 diabetes,信立泰,内分泌及代谢领域,Endocrinology & Metabolism,phase 1,1,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,I期临床,2021-03-23,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,False,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,2型糖尿病,type 2 diabetes,D&D Pharmatech,内分泌及代谢领域,Endocrinology & Metabolism,phase 1,1,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,I期临床,2021-03-23,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,True,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,代谢相关脂肪性肝病,metabolic related fatty liver disease,信立泰,消化领域,Digestive System,phase 1,1,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,I期临床,2021-03-23,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,False,False,信立泰;D&D Pharmatech(原研),2
DD01,DD01,代谢相关脂肪性肝病,metabolic related fatty liver disease,D&D Pharmatech,消化领域,Digestive System,phase 1,1,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,phase 2,2,2024-05-13,I期临床,2021-03-23,Active,创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,False,True,False,True,False,信立泰;D&D Pharmatech(原研),2
咔喏霉素,kynomycin,急性细菌性皮肤和皮肤结构感染,Acute bacterial skin and skin structure infections,友搏药业(九芝堂),感染领域,Infectious Diseases,phase 2,2,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,II期临床,2025-03-07,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,False,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,急性细菌性皮肤和皮肤结构感染,Acute bacterial skin and skin structure infections,香港大学,感染领域,Infectious Diseases,phase 2,2,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,II期临床,2025-03-07,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,True,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,皮肤/皮肤结构感染,Skin/skin structure infection,友搏药业(九芝堂),感染领域,Infectious Diseases,phase 1,1,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,I期临床,2023-11-20,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,False,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,皮肤/皮肤结构感染,Skin/skin structure infection,香港大学,感染领域,Infectious Diseases,phase 1,1,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,I期临床,2023-11-20,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,True,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,复杂性皮肤和皮肤结构感染,Complicated skin and skin structure infections,友搏药业(九芝堂),感染领域,Infectious Diseases,phase 1,1,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,I期临床,2023-12-14,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,False,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,复杂性皮肤和皮肤结构感染,Complicated skin and skin structure infections,香港大学,感染领域,Infectious Diseases,phase 1,1,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,I期临床,2023-12-14,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,True,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,感染,Infect,友搏药业(九芝堂),感染领域,Infectious Diseases,ind,0,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,申报临床,2023-07-07,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,False,False,友搏药业(九芝堂);香港大学(原研),2
咔喏霉素,kynomycin,感染,Infect,香港大学,感染领域,Infectious Diseases,ind,0,咔喏霉素;kynomycin;YB211;YBD211,not available,脂肽类抗生素,phase 2,2,2025-03-07,申报临床,2023-07-07,Active,创新药,化药,多肽,环肽;差异化疾病,脂肽类抗生素,False,True,False,True,False,友搏药业(九芝堂);香港大学(原研),2
177Lu-FAP-2286,177Lu-FAP-2286,非小细胞肺癌,non-small cell lung cancer,Novartis,肿瘤领域,Oncology,phase 2,2,177Lu-FAP-2286;3B-201;AAA614;[177Lu]Lu-FAPI-2286,FAP,anti-FAP多肽偶联核素;177Lu标记的放射性药物,phase 2,2,2025-03-18,II期临床,2025-08-26,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,True,True,False,False,True,Novartis(Top20 MNC);Clovis Oncology(无权益);3B Pharmaceuticals(原研)(无权益),3
177Lu-FAP-2286,177Lu-FAP-2286,非小细胞肺癌,non-small cell lung cancer,Clovis Oncology,肿瘤领域,Oncology,phase 2,2,177Lu-FAP-2286;3B-201;AAA614;[177Lu]Lu-FAPI-2286,FAP,anti-FAP多肽偶联核素;177Lu标记的放射性药物,phase 2,2,2025-03-18,II期临床,2025-08-26,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,True,True,False,False,False,Novartis(Top20 MNC);Clovis Oncology(无权益);3B Pharmaceuticals(原研)(无权益),3
177Lu-FAP-2286,177Lu-FAP-2286,非小细胞肺癌,non-small cell lung cancer,3B Pharmaceuticals,肿瘤领域,Oncology,phase 2,2,177Lu-FAP-2286;3B-201;AAA614;[177Lu]Lu-FAPI-2286,FAP,anti-FAP多肽偶联核素;177Lu标记的放射性药物,phase 2,2,2025-03-18,II期临床,2025-08-26,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,True,True,False,True,False,Novartis(Top20 MNC);Clovis Oncology(无权益);3B Pharmaceuticals(原研)(无权益),3
