drug_name,drug_name_en,drug_synonyms,indication,indication_en,targets,mechanism_of_action,research_institution,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,disease_area,npuid,originator_country,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en
[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,卵巢癌,ovarian cancer,FAP,203Pb标记的放射性示踪剂;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,203Pb标记的放射性示踪剂;多肽偶联核素,卵巢癌,I/II期临床,2024/11/29,Active,肿瘤领域;罕见疾病领域,DR071474,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,TRUE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,SPECT显像,SPECT imaging,FAP,203Pb标记的放射性示踪剂;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,203Pb标记的放射性示踪剂;多肽偶联核素,SPECT显像,I/II期临床,,Active,诊断试剂领域,DR071474,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,2,2,Diagnostic Reagents,Diagnostic Reagents,,
[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,结直肠癌,colorectal cancer,FAP,203Pb标记的放射性示踪剂;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,203Pb标记的放射性示踪剂;多肽偶联核素,结直肠癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071474,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,[203Pb]Pb-PSV359,胰腺导管癌,pancreatic ductal carcinoma,FAP,203Pb标记的放射性示踪剂;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,203Pb标记的放射性示踪剂;多肽偶联核素,胰腺导管癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071474,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,实体瘤,solid tumors,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,实体瘤,I/II期临床,2024/11/29,Active,肿瘤领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,胃癌,stomach cancer,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,胃癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,食管癌,Esophageal cancer,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,食管癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,头颈癌,Head and neck cancer,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,头颈癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,卵巢癌,ovarian cancer,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,卵巢癌,I/II期临床,2024/11/29,Active,肿瘤领域;罕见疾病领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,TRUE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,结直肠癌,colorectal cancer,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,结直肠癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,[212Pb]Pb-PSV359,胰腺导管癌,pancreatic ductal carcinoma,FAP,212Pb标记的放射性药物;anti-FAP多肽偶联核素,Perspective Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,212Pb标记的放射性药物;多肽偶联核素,胰腺导管癌,I/II期临床,2024/11/29,Active,肿瘤领域,DR071475,美国,phase 2,I/II期临床,2024/11/29,phase 2,1,TRUE,FALSE,FALSE,[],['Perspective Therapeutics'],1,['Perspective Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
225Ac-SSO110,225Ac-SSO110,225Ac-SSO110;225Ac-satoreotide,小细胞肺癌,small cell lung cancer,SSTR2,225Ac标记的放射性药物;anti-SSTR2多肽偶联核素,Ariceum Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;225Ac标记的放射性药物,小细胞肺癌,I/II期临床,2025/4/22,Active,肿瘤领域;罕见疾病领域,DR068742,欧洲,phase 2,I/II期临床,2025/4/22,phase 2,1,TRUE,TRUE,FALSE,[],['Ariceum Therapeutics'],1,['Ariceum Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
225Ac-SSO110,225Ac-SSO110,225Ac-SSO110;225Ac-satoreotide,Merkel细胞瘤,Merkel cell tumor,SSTR2,225Ac标记的放射性药物;anti-SSTR2多肽偶联核素,Ariceum Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;225Ac标记的放射性药物,Merkel细胞瘤(差异化疾病),I/II期临床,2025/4/22,Active,肿瘤领域;罕见疾病领域,DR068742,欧洲,phase 2,I/II期临床,2025/4/22,phase 2,1,TRUE,TRUE,FALSE,[],['Ariceum Therapeutics'],1,['Ariceum Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
225Ac-SSO110,225Ac-SSO110,225Ac-SSO110;225Ac-satoreotide,肿瘤,tumor,SSTR2,225Ac标记的放射性药物;anti-SSTR2多肽偶联核素,Ariceum Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;225Ac标记的放射性药物,肿瘤,临床前,,Active,肿瘤领域,DR068742,欧洲,pre-clinical,I/II期临床,2025/4/22,phase 2,1,TRUE,FALSE,FALSE,[],['Ariceum Therapeutics'],1,['Ariceum Therapeutics(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,-1,Oncology,Oncology,,
177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE;EBTATE;177Lu-EBTATE,许特尔细胞瘤,Hütter cell tumor,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,National Institutes of Health(原研);Molecular Targeting Technologies,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;177Lu标记的放射性药物,许特尔细胞瘤(差异化疾病),I/II期临床,2025/5/28,Active,肿瘤领域,DR062226,美国,phase 2,I/II期临床,2025/5/28,phase 2,2,TRUE,FALSE,FALSE,[],['National Institutes of Health'],1,"['National Institutes of Health(原研)', 'Molecular Targeting Technologies']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE;EBTATE;177Lu-EBTATE,神经内分泌肿瘤,neuroendocrine tumors,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,National Institutes of Health(原研);Molecular Targeting Technologies,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;177Lu标记的放射性药物,神经内分泌肿瘤,I期临床,2017/10/12,Active,肿瘤领域;罕见疾病领域,DR062226,美国,phase 1,I/II期临床,2025/5/28,phase 2,2,TRUE,TRUE,FALSE,[],['National Institutes of Health'],1,"['National Institutes of Health(原研)', 'Molecular Targeting Technologies']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,1,Oncology,Oncology,,
177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE;EBTATE;177Lu-EBTATE,鼻咽癌,Nasopharyngeal cancer,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,National Institutes of Health(原研);Molecular Targeting Technologies,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;177Lu标记的放射性药物,鼻咽癌,申报临床,,Active,肿瘤领域;罕见疾病领域,DR062226,美国,ind,I/II期临床,2025/5/28,phase 2,2,TRUE,TRUE,FALSE,[],['National Institutes of Health'],1,"['National Institutes of Health(原研)', 'Molecular Targeting Technologies']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,0,Oncology,Oncology,,
177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE;EBTATE;177Lu-EBTATE,甲状腺癌,Thyroid cancer,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,National Institutes of Health(原研);Molecular Targeting Technologies,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;治疗用放射性药物,多肽偶联核素;177Lu标记的放射性药物,甲状腺癌,申报临床,,Active,肿瘤领域,DR062226,美国,ind,I/II期临床,2025/5/28,phase 2,2,TRUE,FALSE,FALSE,[],['National Institutes of Health'],1,"['National Institutes of Health(原研)', 'Molecular Targeting Technologies']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,0,Oncology,Oncology,,
镓[68Ga]氧奥曲肽,gallium [68Ga] oxodotreotide,镓[68Ga]氧奥曲肽;gallium [68Ga] oxodotreotide,小细胞肺癌,small cell lung cancer,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Novartis(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物,多肽偶联核素;68Ga标记的PET药物,小细胞肺癌,I/II期临床,2025/6/3,Active,肿瘤领域;罕见疾病领域,DR072714,欧洲,phase 2,I/II期临床,2025/6/3,phase 2,1,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
镓[68Ga]氧奥曲肽,gallium [68Ga] oxodotreotide,镓[68Ga]氧奥曲肽;gallium [68Ga] oxodotreotide,未知/待定,unknown/pending,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Novartis(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物,多肽偶联核素;68Ga标记的PET药物,未知/待定,申报临床,,Active,其他领域,DR072714,欧洲,ind,I/II期临床,2025/6/3,phase 2,1,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],其他领域,['其他领域'],1,其他领域,,,2,0,Others,Others,,
镓[68Ga]氧奥曲肽,gallium [68Ga] oxodotreotide,镓[68Ga]氧奥曲肽;gallium [68Ga] oxodotreotide,PET显像,PET imaging,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Novartis(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物,多肽偶联核素;68Ga标记的PET药物,PET显像,申报临床,2025/1/1,Active,诊断试剂领域,DR072714,欧洲,ind,I/II期临床,2025/6/3,phase 2,1,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,2,0,Diagnostic Reagents,Diagnostic Reagents,,
64Cu-NODAGA-LM3,64Cu-NODAGA-LM3,64Cu-NODAGA-LM3;(64)Cu-NODAGA-LM3,PET显像,PET imaging,SSTR2,64Cu标记的放射性示踪剂;anti-SSTR2多肽偶联核素,University Hospital of Basel(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;Potential First-in-Class,多肽偶联核素;64Cu标记的放射性示踪剂,PET显像(差异化疾病),I/II期临床,,Active,诊断试剂领域,DR057503,欧洲,phase 2,I/II期临床,,phase 2,1,TRUE,FALSE,FALSE,[],['University Hospital of Basel'],1,['University Hospital of Basel(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,2,2,Diagnostic Reagents,Diagnostic Reagents,,
64Cu-NODAGA-LM3,64Cu-NODAGA-LM3,64Cu-NODAGA-LM3;(64)Cu-NODAGA-LM3,胃肠胰神经内分泌肿瘤,Gastroenteropancreatic neuroendocrine tumors,SSTR2,64Cu标记的放射性示踪剂;anti-SSTR2多肽偶联核素,University Hospital of Basel(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;Potential First-in-Class,多肽偶联核素;64Cu标记的放射性示踪剂,胃肠胰神经内分泌肿瘤(差异化疾病),I/II期临床,,Active,肿瘤领域;罕见疾病领域,DR057503,欧洲,phase 2,I/II期临床,,phase 2,1,TRUE,TRUE,FALSE,[],['University Hospital of Basel'],1,['University Hospital of Basel(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,2,2,Oncology,Oncology,,
NeuroSTAT,NeuroSTAT (cyclosporine),NeuroSTAT;NeuroSTAT (环孢素);NeuroSTAT (cyclosporine);OWL-1410,外伤性脑损伤,traumatic brain injury,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Abliva(Pharming)(原研);Owl Therapeutics,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶;中国无申报,抑制剂;分子胶,外伤性脑损伤,I/II期临床,,Active,神经领域,DR062199,欧洲,phase 2,I/II期临床,,phase 2,2,TRUE,FALSE,FALSE,[],['Abliva(Pharming)'],1,"['Abliva(Pharming)(原研)', 'Owl Therapeutics']",神经领域,['神经领域'],1,神经领域,,,2,2,Neurology,Neurology,,
68Ga-DOTA-JR11,68Ga-DOTA-JR11,68Ga-DOTA-JR11,PET显像,PET imaging,SSTR2,68Ga标记的PET药物;anti-SSTR2多肽偶联核素,University Hospital Freiburg(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,PET显像,I期临床,2020/12/30,Active,诊断试剂领域,DR018989,欧洲,phase 1,I期临床,2015/11/20,phase 1,1,TRUE,FALSE,FALSE,[],['University Hospital Freiburg'],1,['University Hospital Freiburg(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,1,1,Diagnostic Reagents,Diagnostic Reagents,,
68Ga-DOTA-JR11,68Ga-DOTA-JR11,68Ga-DOTA-JR11,神经内分泌肿瘤,neuroendocrine tumors,SSTR2,68Ga标记的PET药物;anti-SSTR2多肽偶联核素,University Hospital Freiburg(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,神经内分泌肿瘤,I期临床,2015/11/20,Active,肿瘤领域;罕见疾病领域,DR018989,欧洲,phase 1,I期临床,2015/11/20,phase 1,1,TRUE,TRUE,FALSE,[],['University Hospital Freiburg'],1,['University Hospital Freiburg(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
68Ga-DOTA-JR11,68Ga-DOTA-JR11,68Ga-DOTA-JR11,肿瘤性骨软化症,neoplastic osteomalacia,SSTR2,68Ga标记的PET药物;anti-SSTR2多肽偶联核素,University Hospital Freiburg(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,肿瘤性骨软化症(差异化疾病),I期临床,2020/12/30,Active,骨骼肌肉领域;肿瘤领域;罕见疾病领域,DR018989,欧洲,phase 1,I期临床,2015/11/20,phase 1,1,TRUE,TRUE,FALSE,[],['University Hospital Freiburg'],1,['University Hospital Freiburg(原研)'],肿瘤领域,"['骨骼肌肉领域', '肿瘤领域']",2,骨骼肌肉领域,肿瘤领域,,1,1,Oncology,Musculoskeletal,Oncology,
[18F]FP-R01-MG-F2,[18F]FP-R01-MG-F2,[18F]FP-R01-MG-F2,胰腺癌,pancreatic cancer,αvβ6,anti-αvβ6多肽偶联核素;18F标记的PET药物,Stanford University(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物,18F标记的PET药物;多肽偶联核素,胰腺癌,I期临床,2016/2/17,Active,肿瘤领域;罕见疾病领域,DR062395,美国,phase 1,I期临床,2016/2/17,phase 1,1,TRUE,TRUE,FALSE,[],['Stanford University'],1,['Stanford University(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
[18F]FP-R01-MG-F2,[18F]FP-R01-MG-F2,[18F]FP-R01-MG-F2,PET显像,PET imaging,αvβ6,anti-αvβ6多肽偶联核素;18F标记的PET药物,Stanford University(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物,18F标记的PET药物;多肽偶联核素,PET显像,I期临床,2016/2/17,Active,诊断试剂领域,DR062395,美国,phase 1,I期临床,2016/2/17,phase 1,1,TRUE,FALSE,FALSE,[],['Stanford University'],1,['Stanford University(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,1,1,Diagnostic Reagents,Diagnostic Reagents,,
68Ga-NOTA-3PTATE-RGD,68Ga-NOTA-3PTATE-RGD,68Ga-NOTA-3PTATE-RGD,甲状腺癌,Thyroid cancer,αvβ3;SSTR2,anti-αvβ3×SSTR2多肽偶联核素;68Ga标记的PET药物,天津医科大学(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,68Ga标记的PET药物;多肽偶联核素,甲状腺癌,I期临床,2024/10/9,Active,肿瘤领域,DR002634,中国(内地),phase 1,I期临床,2016/6/29,phase 1,1,TRUE,FALSE,FALSE,[],['天津医科大学'],1,['天津医科大学(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
68Ga-NOTA-3PTATE-RGD,68Ga-NOTA-3PTATE-RGD,68Ga-NOTA-3PTATE-RGD,脑膜瘤,Meningioma,αvβ3;SSTR2,anti-αvβ3×SSTR2多肽偶联核素;68Ga标记的PET药物,天津医科大学(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,68Ga标记的PET药物;多肽偶联核素,脑膜瘤,I期临床,2024/10/9,Active,肿瘤领域,DR002634,中国(内地),phase 1,I期临床,2016/6/29,phase 1,1,TRUE,FALSE,FALSE,[],['天津医科大学'],1,['天津医科大学(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
68Ga-DOTA-Siglec-9,68Ga-DOTA-Siglec-9,68Ga-DOTA-Siglec-9,PET显像,PET imaging,VAP-1,anti-VAP-1多肽偶联核素;68Ga标记的PET药物,University of Turku(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,68Ga标记的PET药物;多肽偶联核素,PET显像,I期临床,2018/11/27,Active,诊断试剂领域,DR057506,欧洲,phase 1,I期临床,2018/11/27,phase 1,1,TRUE,FALSE,FALSE,[],['University of Turku'],1,['University of Turku(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,1,1,Diagnostic Reagents,Diagnostic Reagents,,
68Ga-DOTA-Siglec-9,68Ga-DOTA-Siglec-9,68Ga-DOTA-Siglec-9,炎症(未指明),Inflammation (unspecified),VAP-1,anti-VAP-1多肽偶联核素;68Ga标记的PET药物,University of Turku(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,68Ga标记的PET药物;多肽偶联核素,炎症(未指明),临床前,,Active,免疫领域,DR057506,欧洲,pre-clinical,I期临床,2018/11/27,phase 1,1,TRUE,FALSE,FALSE,[],['University of Turku'],1,['University of Turku(原研)'],免疫领域,['免疫领域'],1,免疫领域,,,1,-1,Immunology,Immunology,,
[18F]BMS-986229,[18F]BMS-986229,[18F]BMS-986229;18F-BMS-986229,胃癌,stomach cancer,PDL1,18F标记的PET药物;anti-PDL1多肽偶联核素,Bristol-Myers Squibb(Top20 MNC)(原研);PeptiDream,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;中国无申报;Potential First-in-Class;肿瘤免疫,18F标记的PET药物;多肽偶联核素,胃癌(差异化疾病),I期临床,,Active,肿瘤领域,DR022833,美国,phase 1,I期临床,2019/11/13,phase 1,2,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,"['Bristol-Myers Squibb(Top20 MNC)(原研)', 'PeptiDream']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
[18F]BMS-986229,[18F]BMS-986229,[18F]BMS-986229;18F-BMS-986229,食管癌,Esophageal cancer,PDL1,18F标记的PET药物;anti-PDL1多肽偶联核素,Bristol-Myers Squibb(Top20 MNC)(原研);PeptiDream,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;中国无申报;Potential First-in-Class;肿瘤免疫,18F标记的PET药物;多肽偶联核素,食管癌,I期临床,,Active,肿瘤领域,DR022833,美国,phase 1,I期临床,2019/11/13,phase 1,2,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,"['Bristol-Myers Squibb(Top20 MNC)(原研)', 'PeptiDream']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
[18F]BMS-986229,[18F]BMS-986229,[18F]BMS-986229;18F-BMS-986229,PET显像,PET imaging,PDL1,18F标记的PET药物;anti-PDL1多肽偶联核素,Bristol-Myers Squibb(Top20 MNC)(原研);PeptiDream,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;中国无申报;Potential First-in-Class;肿瘤免疫,18F标记的PET药物;多肽偶联核素,PET显像,I期临床,,Active,诊断试剂领域,DR022833,美国,phase 1,I期临床,2019/11/13,phase 1,2,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,"['Bristol-Myers Squibb(Top20 MNC)(原研)', 'PeptiDream']",诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,1,1,Diagnostic Reagents,Diagnostic Reagents,,
[18F]BMS-986229,[18F]BMS-986229,[18F]BMS-986229;18F-BMS-986229,胃食管交界处癌,gastroesophageal junction cancer,PDL1,18F标记的PET药物;anti-PDL1多肽偶联核素,Bristol-Myers Squibb(Top20 MNC)(原研);PeptiDream,创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病;诊断用放射性药物;中国无申报;Potential First-in-Class;肿瘤免疫,18F标记的PET药物;多肽偶联核素,胃食管交界处癌(差异化疾病),I期临床,2019/11/13,Active,肿瘤领域,DR022833,美国,phase 1,I期临床,2019/11/13,phase 1,2,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,"['Bristol-Myers Squibb(Top20 MNC)(原研)', 'PeptiDream']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,Oncology,,
ALS-205,ALS-205,ALS-205;PMX205,帕金森病,Parkinson's disease,C5aR,C5aR拮抗剂,University of Queensland(原研);Alsonex;Promics(原研),创新药,化药,多肽,环肽;差异化疾病;G蛋白偶联受体;中国无申报,拮抗剂,帕金森病(差异化疾病),I期临床,2019/11/25,Active,神经领域,DR060769,澳大利亚,phase 1,I期临床,2019/11/25,phase 1,3,TRUE,FALSE,FALSE,[],"['University of Queensland', 'Promics']",2,"['University of Queensland(原研)', 'Alsonex', 'Promics(原研)']",神经领域,['神经领域'],1,神经领域,,,1,1,Neurology,Neurology,,
