drug_name,targets,mechanism_of_action,research_institution,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_3,drug_category_2,drug_tag,pharmacological_type,drug_category_1,drug_synonyms,carrier_type,disease_area,formulation_china,npuid,additional_data,originator_country,originator_rightsregion,china_highest_phase,usa_highest_phase,china_highest_phase_start_date,usa_highest_phase_start_date,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,indication,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indication_en,drug_name_en,drug_synonyms_en
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),前列腺癌,II期临床,2023-01-20,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2023-01-20,phase 2,批准上市,2017-09-26,approved,2,True,False,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,前列腺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,prostate cancer,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),胶质母细胞瘤(差异化疾病),II期临床,,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2021-11-05,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,胶质母细胞瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,glioblastoma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),神经母细胞瘤(差异化疾病),II期临床,,Inactive,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,神经母细胞瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Neuroblastoma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),髓样甲状腺癌(差异化疾病),II期临床,2023-11-07,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,髓样甲状腺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,medullary thyroid cancer,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),嗜铬细胞瘤,II期临床,2017-07-02,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,申报临床,II期临床,2023-11-20,2017-07-02,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,嗜铬细胞瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Pheochromocytoma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),副神经节瘤,II期临床,2017-07-02,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,申报临床,II期临床,2023-11-20,2017-07-02,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,副神经节瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,paraganglioma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),癌症肝转移(差异化疾病),II期临床,2019-08-01,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I/II期临床,,2022-11-09,phase 2,批准上市,2017-09-26,approved,2,True,False,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,癌症肝转移,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,cancer liver metastasis,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),脑膜瘤,II期临床,2019-09-09,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2019-09-09,phase 2,批准上市,2017-09-26,approved,2,True,False,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,脑膜瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Meningioma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),原发部位不明癌(差异化疾病),II期临床,2019-07-23,Inactive,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2017-09-26,approved,2,True,False,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,原发部位不明癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Cancer of unknown primary site,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),胸腺癌(差异化疾病),II期临床,,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,胸腺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,thymic cancer,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),神经内分泌前列腺癌(差异化疾病),II期临床,,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2017-09-26,approved,2,True,False,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,神经内分泌前列腺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,neuroendocrine prostate cancer,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),肺神经内分泌肿瘤,II期临床,2020-12-14,Unknown,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2020-12-14,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,肺神经内分泌肿瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Pulmonary neuroendocrine tumors,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),弥漫性内因性脑桥神经胶质瘤(差异化疾病),I/II期临床,,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,弥漫性内因性脑桥神经胶质瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Diffuse intrinsic pontine glioma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
